id_cliente,nome_cliente,email,saldo_da_conta,tem_cartao_credito,tem_seguro,tem_clube_livelo,bandeira_cartao,nome_cartao_credito,qto_tempo_sem_movimentar_conta,opt_in_out,idade,genero,profissao,renda_presumida,id_endereco,cep_num,cep_formatado,uf,cidade,bairro,tipo_logradouro,logradouro,latitude,longitude,h3_res6,h3_res8
1003,Beatriz Costa,88936.9362@email.com,427,Nao,Nao,Nao,null,null,16,Sim,41,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1004,Beatriz Silva,89532.5324@email.com,85507,Sim,Sim,Sim,Mastercard,Platinum,140,Nao,65,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1005,Samuel Santos,89784.7849@email.com,119463.5,Nao,Nao,Sim,null,null,87,Sim,57,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1006,Thiago Almeida,90461.4614@email.com,10708,Nao,Sim,Sim,null,null,12,Sim,38,M,Aposentado,5000,1006,20396005,20396-005,RJ,RIO DE JANEIRO,PAQUETA,RUA,MESTRE ALTINHO,-24.67009092143374,-52.66506101037262,86a828c2fffffff,88a828c2c7fffff
1007,Renato Santos,90721.7210@email.com,76361.5,Sim,Sim,Sim,Mastercard,DUX,44,Sim,56,M,Funcionario Publico,4000,1007,20396006,20396-006,RJ,RIO DE JANEIRO,PAQUETA,RUA,PINHEIRO FREIRE,-22.331281530163647,-50.180149555058485,86a80e4a7ffffff,88a80e4a35fffff
1008,Vanessa Ferreira,91120.1203@email.com,62649,Sim,Sim,Sim,VISA,Platinum,80,Sim,81,M,Funcionario Publico,10000,1008,20396010,20396-010,RJ,RIO DE JANEIRO,PAQUETA,RUA,COMENDADOR LAJE,-24.8618936821319,-45.67771238065371,86a98966fffffff,88a98966b1fffff
1009,Carolina Moreira,91474.4740@email.com,182498,Sim,Sim,Sim,Mastercard,DUX,94,Sim,45,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1010,Beatriz Ribeiro,91683.6839@email.com,118227,Sim,Sim,Sim,Mastercard,Connect,72,Sim,52,M,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
1011,Vanessa Ribeiro,91894.8942@email.com,173681.5,Sim,Sim,Sim,VISA,Infinite,122,Sim,33,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1012,Helena Barbosa,92059.0590@email.com,37171,Sim,Sim,Sim,Mastercard,Gold,26,Sim,22,F,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
1013,Maria Nascimento,92816.8167@email.com,109524,Sim,Sim,Sim,Mastercard,Platinum,108,Nao,30,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1014,Patricia Carvalho,93298.2986@email.com,187825.5,Nao,Sim,Sim,null,null,124,Nao,35,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1015,Fernanda Melo,94034.0346@email.com,154083,Sim,Sim,Sim,VISA,Platinum,10,Sim,84,F,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1016,Fabio Santos,94810.8100@email.com,27132,Sim,Sim,Sim,Mastercard,Platinum,149,Sim,72,M,Autonomo,15000,1016,20396080,20396-080,RJ,RIO DE JANEIRO,PAQUETA,RUA,FREI LEOPOLDO,-21.255775617355248,-45.35181226245586,86a8a8c5fffffff,88a8a8c595fffff
1017,Claudia Martins,95033.0336@email.com,156575,Sim,Sim,Nao,VISA,DUX,88,Sim,65,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1018,Renata Rodrigues,95298.2986@email.com,197632,Nao,Sim,Sim,null,null,112,Sim,45,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1019,Natalia Moreira,95688.6882@email.com,73499,Sim,Sim,Sim,VISA,Infinite,79,Sim,32,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1020,Renata Carvalho,96947.9471@email.com,189932,Nao,Sim,Sim,null,null,46,Sim,46,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1021,Ricardo Ribeiro,97489.4892@email.com,103850,Sim,Sim,Sim,VISA,DUX,125,Sim,72,F,Prof Liberal,8000,1021,20396130,20396-130,RJ,RIO DE JANEIRO,PAQUETA,PRAIA,MANUEL LUIS,-24.724244492610776,-44.95363421731747,86a98bad7ffffff,88a98bad15fffff
1022,Gustavo Oliveira,97533.5334@email.com,112749,Sim,Sim,Sim,Mastercard,Infinite,41,Sim,69,M,Prof Liberal,6000,1022,20396135,20396-135,RJ,RIO DE JANEIRO,PAQUETA,MORRO,DO VELOSO,-23.651162963914228,-48.57193405290526,86a80219fffffff,88a8021837fffff
1023,Larissa Moreira,97876.8769@email.com,112826,Sim,Sim,Sim,Mastercard,DUX,29,Sim,55,F,Autonomo,9000,1023,20396140,20396-140,RJ,RIO DE JANEIRO,PAQUETA,PRAIA,JOSE BONIFACIO,-23.984383879480788,-46.30905459079923,86a810c1fffffff,88a810c1ebfffff
1024,Leonardo Costa,98214.2147@email.com,101079,Sim,Sim,Nao,Mastercard,Platinum,63,Sim,20,M,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
1025,Ana Nascimento,ana.2402@email.com,98460,Sim,Nao,Sim,VISA,Platinum,41,Sim,83,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1026,Tatiana Costa,98742.7429@email.com,45519,Sim,Nao,Sim,Mastercard,Gold,88,Sim,62,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1027,Jorge Nascimento,98811.8110@email.com,7173,Sim,Sim,Sim,Mastercard,Gold,27,Sim,35,M,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
1028,Claudia Moreira,99194.1943@email.com,48721,Sim,Nao,Sim,VISA,Infinite,14,Sim,20,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
1029,Beatriz Almeida,99838.8382@email.com,80279.5,Nao,Sim,Sim,null,null,30,Sim,32,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1030,Fernanda Barbosa,99926.9260@email.com,59683,Sim,Sim,Nao,VISA,Infinite,109,Sim,54,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1031,Larissa Pereira,10055.0557@email.com,18234,Sim,Sim,Sim,Mastercard,DUX,113,Sim,87,M,Prof Liberal,2000,1031,20396210,20396-210,RJ,RIO DE JANEIRO,PAQUETA,PRACA,EX-COMBATENTES,-21.47654419964519,-48.40784735070188,86a81856fffffff,88a81854c9fffff
1032,Diego Moreira,10539.5392@email.com,172193.5,Nao,Sim,Sim,null,null,70,Sim,18,M,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
1033,Matheus Araujo,10887.8878@email.com,19218,Sim,Nao,Nao,VISA,Gold,79,Sim,51,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1034,Renata Barbosa,11825.8257@email.com,59232,Sim,Sim,Nao,Mastercard,Connect,128,Sim,39,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1035,Camila Martins,12120.1209@email.com,72045,Sim,Nao,Sim,VISA,DUX,70,Sim,42,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1036,Natalia Melo,12163.1633@email.com,20499,Sim,Sim,Nao,VISA,Platinum,9,Sim,27,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1037,Larissa Carvalho,12214.2142@email.com,112446,Nao,Nao,Nao,null,null,13,Sim,75,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1038,Juliana Silva,12285.2853@email.com,61742,Nao,Sim,Nao,null,null,77,Sim,48,F,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
1039,Carolina Almeida,12434.4345@email.com,126718,Sim,Sim,Sim,VISA,Platinum,116,Sim,54,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1040,Bruno Souza,12726.7264@email.com,4925,Sim,Sim,Nao,VISA,Connect,50,Nao,70,F,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1041,Tatiana Melo,13166.1660@email.com,158070,Sim,Sim,Nao,VISA,Infinite,66,Sim,29,F,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1042,Matheus Ferreira,13920.9201@email.com,143238,Sim,Sim,Sim,VISA,Gold,37,Sim,81,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1043,Gabriela Pereira,14709.7097@email.com,20928,Sim,Nao,Sim,Mastercard,Platinum,19,Sim,32,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
1044,Lucas Nascimento,16629.6293@email.com,97324,Sim,Sim,Sim,VISA,Platinum,17,Sim,41,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
1045,Priscila Barbosa,16657.6572@email.com,191380,Sim,Sim,Nao,VISA,Infinite,3,Nao,83,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1046,Beatriz Silva,16786.7866@email.com,105996.5,Nao,Sim,Sim,null,null,63,Sim,80,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1047,Maria Souza,16934.9341@email.com,73334.5,Sim,Nao,Nao,Mastercard,Connect,19,Sim,27,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1048,Helena Oliveira,17050.0500@email.com,23979,Sim,Nao,Sim,Mastercard,Platinum,59,Sim,25,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1049,Vitor Moreira,17120.1205@email.com,118696,Nao,Sim,Sim,null,null,24,Sim,28,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1050,Ana Silva,ana.0195@email.com,55354.5,Sim,Sim,Nao,VISA,Platinum,131,Nao,82,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1051,Isabela Barbosa,18184.1840@email.com,199257,Sim,Nao,Sim,VISA,Infinite,40,Sim,55,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1052,Bruno Oliveira,18278.2783@email.com,205339,Sim,Sim,Sim,VISA,DUX,125,Sim,77,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1053,Tatiana Nascimento,18859.8595@email.com,118230,Nao,Sim,Nao,null,null,41,Sim,82,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
1054,Gabriela Lima,18965.9656@email.com,53081.5,Sim,Sim,Sim,Mastercard,Connect,126,Sim,59,F,Autonomo,22000,1054,20397135,20397-135,RJ,RIO DE JANEIRO,PAQUETA,PRAIA,DOUTOR ARISTAO,-20.483259824587016,-45.974014528888276,86a8a958fffffff,88a8a958e3fffff
1055,Larissa Araujo,19185.1858@email.com,199306,Nao,Sim,Sim,null,null,112,Sim,20,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1056,Samuel Almeida,20158.1581@email.com,198724.5,Nao,Sim,Sim,null,null,62,Sim,77,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1057,Samuel Costa,20199.1993@email.com,122294,Sim,Sim,Sim,VISA,Platinum,134,Sim,80,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1058,Natalia Barbosa,20252.2528@email.com,171418.5,Sim,Sim,Sim,VISA,Infinite,85,Sim,74,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
1059,Matheus Lima,20307.3074@email.com,133765,Sim,Sim,Sim,Mastercard,Platinum,35,Sim,74,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1060,Ana Santos,ana.3697@email.com,176820,Nao,Nao,Sim,null,null,131,Sim,36,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1061,Fernanda Barbosa,21852.8524@email.com,180745,Sim,Sim,Nao,Mastercard,Connect,62,Sim,82,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1062,Tatiana Almeida,21863.8639@email.com,177231.5,Sim,Sim,Sim,VISA,Connect,21,Sim,71,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1063,Larissa Carvalho,22224.2241@email.com,150226,Sim,Sim,Nao,Mastercard,Platinum,28,Sim,84,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
1064,Isabela Nascimento,22662.6628@email.com,117762,Nao,Sim,Sim,null,null,122,Sim,53,M,Prof Liberal,7000,1064,20397230,20397-230,RJ,RIO DE JANEIRO,PAQUETA,RUA,DOIS IRMAOS,-22.823037510490376,-47.432592913343974,86a811637ffffff,88a811636dfffff
1065,Patricia Nascimento,22665.6658@email.com,5804,Sim,Nao,Sim,Mastercard,Platinum,53,Sim,55,M,Funcionario Publico,18000,1065,20397235,20397-235,RJ,RIO DE JANEIRO,PAQUETA,PRAIA,SAO ROQUE,-23.352047679528415,-52.21416587616459,86a82b597ffffff,88a82b595dfffff
1066,Isabela Nascimento,23487.4872@email.com,183937,Nao,Sim,Sim,null,null,144,Sim,30,M,Aposentado,22000,1066,20397250,20397-250,RJ,RIO DE JANEIRO,PAQUETA,PRAIA,DA MORENINHA,-21.145653555773443,-52.83934609931168,86a809077ffffff,88a8090725fffff
1067,Natalia Lima,24500.5008@email.com,195627,Nao,Nao,Nao,null,null,41,Nao,50,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1068,Jorge Teixeira,24647.6472@email.com,100833,Sim,Sim,Sim,Mastercard,Infinite,83,Sim,87,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1069,Diego Santos,25915.9153@email.com,60535,Nao,Sim,Sim,null,null,73,Sim,33,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1070,Patricia Almeida,25944.9440@email.com,18073.5,Sim,Sim,Sim,VISA,Infinite,11,Sim,25,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1071,Claudia Teixeira,26848.8489@email.com,172934,Nao,Sim,Sim,null,null,90,Nao,83,F,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1072,Eduardo Lima,26881.8818@email.com,23597,Sim,Nao,Nao,VISA,Platinum,78,Sim,24,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1073,Ana Rodrigues,ana.3206@email.com,190266.5,Sim,Nao,Sim,Mastercard,DUX,144,Nao,85,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1074,Claudia Barbosa,27511.5118@email.com,190274,Sim,Sim,Sim,Mastercard,DUX,92,Sim,79,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1075,Fernanda Costa,27699.6990@email.com,168972,Sim,Sim,Nao,Mastercard,Platinum,28,Nao,59,M,Prof Liberal,17000,1075,20510060,20510-060,RJ,RIO DE JANEIRO,ANDARAI,RUA,URUGUAI - DE 180/181 A 259/260,-24.599352226372414,-47.13407749794049,86a814acfffffff,88a814aca1fffff
1076,Eduardo Ribeiro,27844.8449@email.com,125096,Nao,Sim,Sim,null,null,140,Sim,80,M,Prof Liberal,7000,1076,20510070,20510-070,RJ,RIO DE JANEIRO,ANDARAI,RUA,LADISLAU NETO,-24.14553031694381,-50.518227831440186,86a8056a7ffffff,88a8056a6dfffff
1077,Beatriz Rodrigues,27970.9706@email.com,98674,Sim,Sim,Sim,VISA,Connect,84,Sim,58,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1078,Larissa Silva,29497.4978@email.com,76540.5,Sim,Sim,Nao,Mastercard,Gold,89,Sim,67,F,Estudante,14000,1078,20510090,20510-090,RJ,RIO DE JANEIRO,ANDARAI,TRAVESSA,COMPORTA,-21.16201721299965,-48.55972339858325,86a818757ffffff,88a8187529fffff
1079,Fernanda Ribeiro,29861.8617@email.com,40063,Nao,Nao,Sim,null,null,75,Nao,83,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1080,Larissa Nascimento,30319.3196@email.com,182826,Sim,Sim,Sim,Mastercard,Infinite,16,Sim,66,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1081,Simone Santos,30380.3800@email.com,173353,Sim,Sim,Sim,VISA,Infinite,149,Sim,31,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1082,Carolina Teixeira,30544.5449@email.com,157644,Sim,Sim,Nao,Mastercard,Infinite,16,Nao,57,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1083,Ana Melo,ana.7774@email.com,206336.5,Nao,Sim,Sim,null,null,97,Sim,18,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1084,Priscila Martins,30962.9621@email.com,31993,Sim,Sim,Sim,Mastercard,Platinum,13,Sim,66,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1085,Marcos Gomes,31205.2057@email.com,191543.5,Sim,Sim,Sim,Mastercard,Connect,102,Sim,76,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1086,Juliana Teixeira,32157.1571@email.com,42522,Sim,Sim,Sim,VISA,Gold,94,Sim,49,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1087,Natalia Santos,32419.4194@email.com,49519,Nao,Sim,Sim,null,null,144,Sim,87,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1088,Patricia Silva,33063.0633@email.com,175948.5,Nao,Sim,Sim,null,null,70,Sim,30,F,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1089,Patricia Ribeiro,33955.9556@email.com,155829.5,Sim,Sim,Sim,VISA,DUX,148,Nao,44,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1090,Lucas Pereira,34488.4880@email.com,3364,Sim,Nao,Sim,Mastercard,DUX,36,Sim,77,F,Prof Liberal,10000,1090,20510210,20510-210,RJ,RIO DE JANEIRO,TIJUCA,RUA,OLEGARIO MARIANO,-20.75218547049554,-52.49538795565203,86a8096afffffff,88a8096aa7fffff
1091,Simone Araujo,34689.6890@email.com,195873,Nao,Sim,Nao,null,null,11,Sim,21,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1092,Ricardo Silva,34759.7593@email.com,69550,Nao,Sim,Sim,null,null,28,Sim,81,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
1093,Maria Nascimento,35353.3536@email.com,13194,Sim,Sim,Sim,VISA,Connect,13,Sim,46,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1094,Renato Carvalho,35642.6424@email.com,47438.5,Sim,Sim,Sim,Mastercard,Infinite,29,Sim,83,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1095,Tatiana Lima,35821.8218@email.com,46299.5,Sim,Sim,Sim,VISA,Gold,139,Nao,52,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1096,Maria Nascimento,36167.1675@email.com,54083,Sim,Sim,Nao,VISA,DUX,63,Sim,75,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1097,Fernanda Carvalho,36657.6579@email.com,123042,Nao,Nao,Sim,null,null,63,Nao,64,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1098,Renata Araujo,36709.7099@email.com,113862.5,Sim,Sim,Sim,Mastercard,DUX,143,Nao,67,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
1099,Carolina Rodrigues,37447.4478@email.com,47378,Sim,Sim,Sim,VISA,Infinite,11,Sim,39,M,Prof Liberal,8000,1099,20510300,20510-300,RJ,RIO DE JANEIRO,ANDARAI,RUA,PROFESSOR PIZARRO,-24.430448455443226,-48.59915643610053,86a806707ffffff,88a806700dfffff
1100,Matheus Melo,37519.5198@email.com,124338,Sim,Nao,Sim,VISA,Connect,125,Sim,20,F,Autonomo,18000,1100,20510310,20510-310,RJ,RIO DE JANEIRO,TIJUCA,RUA,FERNANDES VIEIRA,-21.179053107514406,-46.27960052400378,86a8ad6a7ffffff,88a8ad6a07fffff
1101,Bruno Martins,37937.9370@email.com,182880,Sim,Sim,Sim,VISA,Connect,101,Sim,43,M,Prof Liberal,17000,1101,20510320,20510-320,RJ,RIO DE JANEIRO,TIJUCA,RUA,ITOROROS,-22.37331884732593,-49.11979435052955,86a81cadfffffff,88a81cad95fffff
1102,Ana Santos,ana.2840@email.com,158320,Sim,Sim,Sim,Mastercard,Gold,99,Sim,56,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1103,Bruno Souza,38929.9299@email.com,148325,Sim,Nao,Sim,VISA,Infinite,62,Sim,85,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1104,Priscila Ferreira,39777.7778@email.com,87876,Nao,Sim,Sim,null,null,4,Nao,80,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1105,Leonardo Costa,40242.2429@email.com,38429,Sim,Sim,Sim,Mastercard,Infinite,126,Sim,28,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
1106,Beatriz Teixeira,40286.2865@email.com,132766.5,Nao,Nao,Sim,null,null,135,Nao,79,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1107,Vitor Barbosa,40352.3528@email.com,194094,Nao,Nao,Sim,null,null,47,Sim,27,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1108,Ana Teixeira,ana.3933@email.com,87000,Sim,Nao,Sim,VISA,Infinite,50,Nao,24,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1109,Camila Costa,40537.5370@email.com,60725,Sim,Sim,Sim,Mastercard,Platinum,26,Sim,29,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1110,Ana Rodrigues,ana.5526@email.com,96200,Sim,Sim,Sim,VISA,Infinite,72,Sim,31,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1111,Gustavo Almeida,40833.8332@email.com,51029,Nao,Nao,Nao,null,null,83,Sim,51,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1112,Isabela Teixeira,41152.1527@email.com,110897,Sim,Nao,Sim,VISA,Connect,43,Sim,64,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1113,Gabriela Pereira,41544.5447@email.com,98308,Sim,Nao,Nao,VISA,Infinite,16,Sim,64,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1114,Vanessa Barbosa,43359.3599@email.com,12431.5,Nao,Nao,Nao,null,null,104,Sim,30,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1115,Vanessa Souza,43518.5184@email.com,65929,Sim,Sim,Sim,Mastercard,Platinum,16,Sim,78,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1116,Tatiana Ribeiro,43650.6506@email.com,102924,Sim,Sim,Sim,VISA,Platinum,124,Sim,20,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1117,Isabela Almeida,43776.7769@email.com,99757,Sim,Sim,Sim,VISA,DUX,138,Sim,62,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
1118,Thiago Gomes,44041.0413@email.com,170448,Nao,Nao,Sim,null,null,130,Sim,87,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1119,Leonardo Martins,44307.3070@email.com,90259,Sim,Sim,Sim,Mastercard,Gold,110,Sim,69,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1120,Maria Teixeira,44930.9304@email.com,18921,Nao,Sim,Sim,null,null,77,Sim,64,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1121,Claudia Moreira,45230.2301@email.com,118835,Nao,Sim,Sim,null,null,37,Sim,71,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1122,Natalia Gomes,45325.3259@email.com,38579,Sim,Sim,Sim,VISA,Gold,130,Sim,18,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
1123,Fabio Ribeiro,47090.0908@email.com,183899.5,Nao,Sim,Sim,null,null,23,Sim,87,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1124,Natalia Santos,47184.1844@email.com,23419,Nao,Sim,Nao,null,null,38,Sim,45,F,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1125,Marcos Gomes,47325.3258@email.com,137084,Sim,Sim,Nao,Mastercard,Infinite,149,Nao,21,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1126,Gustavo Nascimento,47620.6206@email.com,2029,Nao,Sim,Sim,null,null,56,Sim,57,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1127,Gabriela Costa,47835.8358@email.com,134008,Sim,Sim,Sim,Mastercard,Platinum,143,Sim,55,M,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
1128,Camila Costa,48250.2504@email.com,135925,Sim,Sim,Sim,Mastercard,Connect,42,Sim,20,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1129,Carolina Martins,48252.2528@email.com,170138,Sim,Sim,Sim,VISA,Gold,96,Sim,43,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1130,Carolina Martins,49769.7694@email.com,161079,Sim,Sim,Sim,Mastercard,Platinum,72,Sim,82,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1131,Carlos Lima,carlos.9286@email.com,98120,Sim,Sim,Sim,VISA,Connect,38,Sim,28,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1132,Vanessa Silva,50219.2197@email.com,28729,Nao,Sim,Sim,null,null,68,Sim,47,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1133,Vanessa Souza,50622.6222@email.com,90549,Nao,Nao,Sim,null,null,55,Sim,45,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1134,Larissa Martins,51125.1259@email.com,157546,Sim,Sim,Sim,VISA,Connect,94,Nao,60,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1135,Leonardo Carvalho,51454.4545@email.com,118959,Sim,Sim,Nao,VISA,Infinite,141,Sim,32,F,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1136,Rafael Santos,51495.4953@email.com,25511.5,Nao,Sim,Sim,null,null,79,Sim,84,F,Funcionario Publico,7000,1136,20511210,20511-210,RJ,RIO DE JANEIRO,TIJUCA,RUA,CARLOS DE LAET,-24.14338732694334,-47.17473198886525,86a815417ffffff,88a8154145fffff
1137,Camila Oliveira,51926.9260@email.com,163690,Sim,Sim,Sim,Mastercard,Platinum,109,Sim,43,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1138,Gustavo Araujo,53234.2343@email.com,7009,Nao,Sim,Sim,null,null,60,Sim,68,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1139,Priscila Teixeira,54331.3316@email.com,6976,Nao,Sim,Sim,null,null,120,Nao,69,F,Prof Liberal,7000,1139,20511240,20511-240,RJ,RIO DE JANEIRO,TIJUCA,RUA,PINTO DE FIGUEIREDO,-20.08379408356831,-51.69668645116447,86a8e599fffffff,88a8e599ddfffff
1140,Jorge Souza,54353.3535@email.com,51573,Sim,Sim,Sim,VISA,DUX,72,Sim,18,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1141,Renata Nascimento,54828.8288@email.com,53532,Sim,Nao,Nao,VISA,Platinum,11,Sim,68,F,Aposentado,11000,1141,20511260,20511-260,RJ,RIO DE JANEIRO,TIJUCA,RUA,JOAO DA MATA,-24.485747315176503,-53.01490840723701,86a8288dfffffff,88a8288d81fffff
